apparent_wind_speed,alpha_deg,main_CL,main_CD,main_L,main_D,main_S,main_AR,back_CL,back_CD,back_L,back_D,back_S,back_AR
5.0,-13.0,-0.922464194247983,0.1139615193152031,-4.774328745354718,0.8992674504318905,0.338,5.0,-0.8837183009116555,0.06923496696647166,-0.7866520669323488,0.0790041545556098,0.05813300025000001,5.0
5.0,-12.0,-0.8525903152770477,0.10606552784580361,-4.4126877505057704,0.8584007595830798,0.338,5.0,-0.8184669330139752,0.062164036570580616,-0.728567807079497,0.07270988407900628,0.05813300025000001,5.0
5.0,-11.0,-0.782456729036851,0.09876529987015338,-4.049702608221353,0.820617517166605,0.338,5.0,-0.7525589477535466,0.0555722748744828,-0.6698990516865428,0.06684215116274608,0.05813300025000001,5.0
5.0,-10.0,-0.7120847988971613,0.09206972959152679,-3.6854838872921207,0.7859637562432883,0.338,5.0,-0.6860500605994829,0.049481078800030526,-0.610695396522741,0.06142000252429993,0.05813300025000001,5.0
5.0,-9.0,-0.6414959608296069,0.08598697453093476,-3.320142532268735,0.7544816970828117,0.338,5.0,-0.6189956889088506,0.0439100813850208,-0.5510061719894594,0.056460914739344926,0.05813300025000001,5.0
5.0,-8.0,-0.5707117168780732,0.08052444558844211,-2.953789829667078,0.7262096957248232,0.338,5.0,-0.5514510248092669,0.03887712906803496,-0.4908805079974669,0.05198077402160206,0.05813300025000001,5.0
5.0,-7.0,-0.4997536286089698,0.07568879801412716,-2.5865373740693,0.7011821972480093,0.338,5.0,-0.48347100694135886,0.03439825316221643,-0.43036730881315594,0.04799385082988933,0.05813300025000001,5.0
5.0,-6.0,-0.42864331054337007,0.0714859232996848,-2.21849703413103,0.6794296938040736,0.338,5.0,-0.4151103834860002,0.030487651703124903,-0.3695153091629667,0.04451278370977936,0.05813300025000001,5.0
5.0,-5.0,-0.3574024235730178,0.06792094200055135,-1.8497809185051006,0.660978687467746,0.338,5.0,-0.3464237207826341,0.027157669625579618,-0.3083730819050867,0.041548561647787065,0.05813300025000001,5.0
5.0,-4.0,-0.2860526683622101,0.06499819749729654,-1.480501341692164,0.6458516579480879,0.338,5.0,-0.2774654252359794,0.02441878289751566,-0.24698905752995876,0.03911050994793834,0.05813300025000001,5.0
5.0,-3.0,-0.21461577873756493,0.06272125070388332,-1.1107707898286097,0.6340670352004285,0.338,5.0,-0.20828977292748369,0.02227958559217413,-0.18541155051925842,0.03720627872393062,0.05813300025000001,5.0
5.0,-2.0,-0.14311351506768652,0.06109287572924268,-0.7407018864221953,0.6256391769723041,0.338,5.0,-0.13895093377991408,0.020746779136164607,-0.12368878085628392,0.03584183332817132,0.05813300025000001,5.0
5.0,-1.0,-0.07156765763474678,0.06011505649744929,-0.37040735804583635,0.6205783513107535,0.338,5.0,-0.06950299753030968,0.019825164087436387,-0.06186889714608029,0.035021447032843836,0.05813300025000001,5.0
5.0,0.0,0.0,0.05978898433061559,0.0,0.6188907240522847,0.338,5.0,0.0,0.01951763429612634,0.0,0.03474769583211872,0.05813300025000001,5.0
5.0,1.0,0.07156765763474678,0.06011505649744929,0.37040735804583635,0.6205783513107535,0.338,5.0,0.06950405045879461,0.01982517340528861,0.06186983442254966,0.035021455327237765,0.05813300025000001,5.0
5.0,2.0,0.14311351506768652,0.06109287572924268,0.7407018864221953,0.6256391769723041,0.338,5.0,0.13895514642177703,0.0207468536664374,0.12369253078816304,0.03584189967215569,0.05813300025000001,5.0
5.0,3.0,0.21461577873756493,0.06272125070388332,1.1107707898286097,0.6340670352004285,0.338,5.0,0.2082992548476644,0.022279837061052823,0.18541999096017828,0.03720650257186156,0.05813300025000001,5.0
5.0,4.0,0.2860526683622101,0.06499819749729654,1.480501341692164,0.6458516579480879,0.338,5.0,0.27748229062179763,0.02441937873589249,0.24700407044821543,0.03911104034036114,0.05813300025000001,5.0
5.0,5.0,0.3574024235730178,0.06792094200055135,1.8497809185051006,0.660978687467746,0.338,5.0,0.3464500902826178,0.027158832776755737,0.30839655502049546,0.04154959704025988,0.05813300025000001,5.0
5.0,6.0,0.42864331054337007,0.0714859232996848,2.21849703413103,0.6794296938040736,0.338,5.0,0.41514838602904125,0.030489660362305313,0.36954913756620456,0.04451457174098161,0.05813300025000001,5.0
5.0,7.0,0.4997536286089698,0.07568879801412716,2.5865373740693,0.7011821972480093,0.338,5.0,0.48352278011222066,0.03440144035674352,0.43041339530002404,0.04799668794796176,0.05813300025000001,5.0
