apparent_wind_speed,apparent_wind_angle_rad,apparent_wind_angle_deg,trim_speed,valid,trim_success,lqr_success,fail_reason,trim_solver_residual_norm,trim_inside_actuator_limits,finite_all,closed_loop_poles_stable,x_trim_u,x_trim_v,x_trim_r,u_trim_rudder,u_trim_backwing,u_trim_rudder_deg,u_trim_backwing_deg,f0_u_dot,f0_v_dot,f0_r_dot,A00,A01,A02,A10,A11,A12,A20,A21,A22,B00,B01,B10,B11,B20,B21,K00,K01,K02,K10,K11,K12,pole0_real,pole0_imag,pole1_real,pole1_imag,pole2_real,pole2_imag
10.0,-0.8726646259971648,-50.0,1.0,True,True,True,,2.830524433501838e-16,True,True,True,1.0,-0.041611639451327335,0.0,0.00805874458312346,0.01570011771366784,0.46173205278688834,0.8995504828517507,-1.6653345369377347e-17,2.2204460492503132e-17,-2.220446049250313e-18,-0.05646730076170989,-0.013299147876539017,-0.041611639451327335,0.09427939598956546,-4.001172339378528,-1.0,0.018521546929963776,-0.00047264743352548594,-0.3999309483983583,0.0,-5.6062683397296595,5.951601000000001,-4.095796010266774,1.1903202000000002,0.017142370263572723,0.08586465554298606,4.9518198292895885,8.54910723084916,-1.3950834798405838,-0.766019929181042,0.36607841217962456,-45.700429473578446,0.0,-8.367962268881202,0.0,-1.001558888466296,0.0
10.0,-0.6981317007977318,-40.0,1.0,True,True,True,,1.5406219729261391e-15,True,True,True,1.0,-0.0527597966065503,0.0,0.006566755425835949,0.024141704370909817,0.3762473709950335,1.3832177707056645,1.2212453270876723e-16,-8.881784197001253e-17,-1.2212453270876722e-17,-0.056558711982436914,-0.019598273961311256,-0.0527597966065503,0.07674799316466085,-4.001480953783562,-1.0,0.014914087900906703,-0.0007511777528795838,-0.39993094839835835,0.0,-4.707937939819037,5.951601000000001,-5.102896484586864,1.1903202,0.020827393787217638,0.19573328989383043,4.868504722926824,8.519449816486265,-1.3822223957451292,-0.9842833902946717,0.6221472455209252,-46.643673375569605,0.0,-7.5636700919148225,0.0,-0.9099691496498967,0.0
10.0,-0.5235987755982988,-29.999999999999996,1.0,True,True,True,,4.5610751834189225e-12,True,True,True,1.0,-0.07294722795608383,0.0,0.004625908183390104,0.03720916059390329,0.26504501532328256,2.1319278612551544,-3.8600789231679754e-13,2.3434587603787806e-13,2.5656143876062743e-14,-0.05676578637841324,-0.029486647471616972,-0.07294722795608383,0.053940610770295556,-4.001745326139306,-1.0,0.010338535836149715,-0.0010480263996788253,-0.3999309483983583,0.0,-3.5892806620172673,5.951601,-5.943512088904761,1.1903202,0.023515997285174135,0.3799569339474136,4.801703747838074,8.39655458498568,-1.3534511808877812,-1.2028586046989054,1.0231481209369833,-47.55981317681071,0.0,-6.742036636752082,0.0,-0.7601867648514238,0.0
10.0,-0.3490658503988659,-20.0,1.0,True,True,True,,1.5104650808177357e-15,True,True,True,1.0,-0.11883133790353706,0.0,0.002040259844080117,0.06436419386383481,0.1168982781758101,3.6877966601595653,1.2212453270876723e-16,8.881784197001253e-17,1.3877787807814458e-18,-0.057568706060610875,-0.05028077550661286,-0.11883133790353705,0.02351919060240348,-4.001949558553693,-1.0,0.00432048991864107,-0.001364907172641705,-0.39993094839835835,0.0,-2.2223668965658776,5.951601,-6.5780765240332855,1.1903202000000002,0.02415995780072862,0.6151401896602984,4.800653321708106,7.985210836476291,-1.2799999938858644,-1.4332358965687804,1.662919141137592,-48.32316958419313,0.0,-0.5130104683484228,0.0,-6.012541105432334,0.0
10.0,-0.2617993877991494,-14.999999999999998,1.0,True,True,True,,1.7232787566482178e-11,True,True,True,1.0,-0.1795315590182003,0.0,0.00015084666079103224,0.09912261026007041,0.008642877016967703,5.679307222222186,-1.6734558183628678e-12,3.7694292132073313e-13,6.590821638452482e-14,-0.059238439644840324,-0.07707184816878655,-0.1795315590182003,0.0012320627846751364,-4.002025980762307,-1.0,-9.144028157192889e-05,-0.0016197481907591624,-0.39993094839835835,0.0,-1.3554779754913524,5.951600999999998,-6.8103924660124955,1.1903201999999997,0.02114903937343923,0.5770524068955964,4.871097485242553,7.442929896927616,-1.1894870733954828,-1.5680464758590813,2.16128034176539,-48.61847132311432,0.0,-0.3216968886345999,0.0,-5.708370063532958,0.0
10.0,0.2617993877991494,14.999999999999998,1.0,True,True,True,,3.0733471683776244e-14,True,True,True,1.0,0.1795402139984601,0.0,-0.00014717089092363957,-0.09912649745859468,-0.008432270917104741,-5.679529942291756,2.936539900133539e-15,8.881784197001252e-16,7.303185833862358e-17,-0.05923875362586289,0.07707325388512765,0.1795402139984601,-0.0011883110877719536,-4.002025981809598,-1.0,0.00010023934528160475,-0.0016199279288657833,-0.3999309483983583,0.0,1.3553497059115616,5.951601000000001,-6.810122135151216,1.1903202,0.021234212551463273,-0.577066768310214,4.871174970073373,7.442722101673791,1.1894592016352867,-1.5680307194821421,2.1614490909185244,-48.61807341915396,0.0,-0.32166299737129855,0.0,-5.7084821108692925,0.0
10.0,0.3490658503988659,20.0,1.0,True,True,True,,2.635622551629233e-14,True,True,True,1.0,0.11883404077655747,0.0,-0.0020387740222488297,-0.06436534061836267,-0.11681314685576893,-3.6878623643541495,-2.4646951146678474e-15,-8.881784197001252e-16,-1.1518563880486e-16,-0.05756877403862339,0.05028098957098465,0.11883404077655746,-0.023501505024599023,-4.00194955898139,-1.0,-0.004316920274927485,-0.0013649907896107205,-0.39993094839835835,0.0,2.2222797990048684,5.951601000000001,-6.577907425611695,1.1903201999999997,0.02421325775352296,-0.6151920146571648,4.800693754595587,7.985117875325749,1.2799878405158953,-1.4332267631511486,1.6630259686712052,-48.32292658498467,0.0,-0.5129888538600543,0.0,-6.012586064797707,0.0
10.0,0.5235987755982988,29.999999999999996,1.0,True,True,True,,1.9670524478419504e-13,True,True,True,1.0,0.07294798528491807,0.0,-0.004625443191792503,-0.03720949793533512,-0.265018373267231,-2.131947189495453,-1.5937251518494123e-14,-1.070254995738651e-14,-1.7152945730458668e-15,-0.05676580072304663,0.029486674305942845,0.07294798528491807,-0.05393507595294999,-4.001745326296409,-1.0,-0.010337406237407754,-0.0010480617300067108,-0.3999309483983583,0.0,3.589215637202278,5.951601000000001,-5.943423423872466,1.1903202000000002,0.023543923705212178,-0.3799921377434057,4.801719580621446,8.396526857719415,1.3534474546961683,-1.202854512408536,1.0232055927669823,-47.559694730182194,0.0,-6.742024506426039,0.0,-0.7601761526391808,0.0
10.0,0.6981317007977318,40.0,1.0,True,True,True,,1.1623348302490922e-12,True,True,True,1.0,0.05276007687603078,0.0,-0.006566576355652044,-0.024141847003865725,-0.37623711102925916,-1.3832259429720577,8.520961713998076e-14,7.66053886991358e-14,7.809308755213351e-15,-0.05655871609553942,0.019598279120090073,0.05276007687603078,-0.07674586165882125,-4.001480953845841,-1.0,-0.014913645628345157,-0.0007511944714675145,-0.3999309483983583,0.0,4.707886607725075,5.951601000000001,-5.102847796462766,1.1903202000000002,0.02084272499742085,-0.19575339956150906,4.86851120858381,8.51944134546931,1.3822212312984135,-0.9842812379358644,0.6221784477837937,-46.64361549367349,0.0,-7.5636360840690475,0.0,-0.9099644084733269,0.0
10.0,0.8726646259971648,50.0,1.0,True,True,True,,5.169129549769551e-13,True,True,True,1.0,0.041611724943569205,0.0,-0.008058688419704169,-0.015700171441200506,-0.4617288348599999,-0.8995535612126161,-3.0003777240494856e-14,-4.092282068768327e-14,-3.941291737419306e-15,-0.056467301501108014,0.013299148552539108,0.041611724943569205,-0.0942787274590151,-4.00117233939598,-1.0,-0.018521404867558988,-0.0004726533929484689,-0.39993094839835835,0.0,5.606229858554961,5.951601,-4.095771057515912,1.1903201999999997,0.01715021477447018,-0.08587498014520989,4.951822236651227,8.549104928727886,1.3950831436123896,-0.7660188170753571,0.36609404723989897,-45.700404716741176,0.0,-8.367924318394708,0.0,-1.0015570851338311,0.0
10.0,1.0471975511965976,59.99999999999999,1.0,True,True,True,,5.551115123125783e-17,True,True,True,1.0,0.03523171311824399,0.0,-0.009168854647820945,-0.009376206999456037,-0.525336674289049,-0.5372170889098523,-5.551115123125783e-18,0.0,0.0,-0.056454042691625246,0.008651162111645641,0.03523171311824399,-0.1073353427301965,-4.000836383689217,-1.0,-0.021304564809651923,-0.00024263670431323714,-0.39993094839835835,0.0,6.277483274546468,5.951601,-2.965755044246663,1.1903202,0.012869092410446854,-0.03141347185514487,5.028076204095678,8.54978257931873,1.4014415344064877,-0.54465179737439,0.2030611498165092,-44.861664242447745,0.0,-9.056459330590608,0.0,-1.0566228964986248,0.0
10.0,1.2217304763960306,70.0,1.0,True,True,True,,9.305364597889227e-16,True,True,True,1.0,0.0318687381615998,0.0,-0.009876841163448807,-0.0040763839728469335,-0.5659013135866984,-0.23355959731890047,-2.7755575615628914e-17,-8.881784197001253e-17,0.0,-0.056443464067353066,0.004818035793711095,0.0318687381615998,-0.11567426228621724,-4.000488901577209,-1.0,-0.023191908224296454,-8.303400796605409e-05,-0.39993094839835835,0.0,6.716550464025879,5.951601,-1.7582661493537046,1.1903202,0.008114078694661924,-0.01275125635063512,5.083657857747506,8.545451978454274,1.404708644499046,-0.32041800928445074,0.09749833856120191,-44.24562293795765,0.0,-9.550456083428127,0.0,-1.0874793371601776,0.0
10.0,1.3962634015954636,80.0,1.0,True,True,True,,3.3422138886441676e-16,True,True,True,1.0,0.030827889348493516,0.0,-0.010198994936303255,0.000731800227129692,-0.5843593651254744,0.0419290644612464,2.4980018054066023e-17,2.2204460492503132e-17,0.0,-0.05643879873799412,0.0013982754103575301,0.030827889348493516,-0.11948629781234456,-4.000143618344615,-1.0,-0.02419092100339948,-6.693185392592226e-06,-0.39993094839835835,0.0,6.923898311103861,5.951601000000001,-0.5154593479642553,1.1903202000000002,0.0034262971389002915,-0.013469395422757602,5.111223993152883,8.544833352120186,1.4060473467498376,-0.09539040775220864,0.023525847562689484,-43.93497705652826,0.0,-9.79645789383111,0.0,-1.1007113220761033,0.0
10.0,1.5707963267948966,90.0,1.0,True,True,True,,2.220446049250313e-16,True,True,True,1.0,0.031851556487328875,0.0,-0.010172412128004384,0.005410235411095283,-0.5828362824023438,0.30998365522798565,0.0,-2.2204460492503132e-17,0.0,-0.056466990226966614,-0.0018726748694788962,0.031851556487328875,-0.11920712507614727,-3.9998116854357146,-1.0,-0.02435952045066891,-1.4312282975825763e-05,-0.39993094839835835,0.0,6.905260962417254,5.951601000000001,0.7216242111968734,1.1903202000000002,-0.0013232829660670296,-0.01879664790479696,5.108144198825297,8.551028355838064,1.4058219543858017,0.12723522740599869,-0.04052979934871144,-43.963355946801656,0.0,-9.773020088825009,0.0,-1.0993686077698779,0.0
10.0,1.7453292519943295,100.0,1.0,True,True,True,,1.0007415106216802e-16,True,True,True,1.0,0.03485874063439183,0.0,-0.009787467100713782,0.010269301330448264,-0.5607805569940439,0.5883876247827667,8.326672684688674e-18,0.0,2.220446049250313e-18,-0.0564913806941511,-0.005212243456962154,0.03485874063439183,-0.1147151685201997,-3.9995016828009926,-1.0,-0.023648712695654772,-9.711937985829033e-05,-0.3999309483983583,0.0,6.672952109456924,5.951601000000001,1.9169225435725632,1.1903202000000002,-0.006029737204290891,-0.01548078153729815,5.07587919157457,8.564918358002295,1.4040986205095882,0.34444903581545766,-0.11341412167107831,-44.309741118567565,0.0,-9.497257185946902,0.0,-1.083977543544848,0.0
